INDEX,"HOU,C,3","PSH,C,5","PARISH,N,2,0","TYPE,C,4","CITY,C,17","STATE,C,2","ZIP,C,5","AGE,C,3","GENDER,C,1","RACE,C,1","PARTY_ID,C,1","VOTE_FREQ,C,1","PPP,C,1 (P for presidential primary)","NEW,C,1","How they vote (in person, mail, early)","MAIL_CITY,C,28","MAIL_STATE,C,20","MAIL_ZIP,C,5"
1046,90,StTam,52,Land,SLIDELL,LA,70458,82,M,W,D,7,,,E,SLIDELL,LA,70458
1047,90,StTam,52,Land,SLIDELL,LA,70458,77,F,W,D,6,,,I,SLIDELL,LA,70458
1048,90,StTam,52,Land,SLIDELL,LA,70458,36,F,W,D,2,,,I,SLIDELL,LA,70458
1049,90,StTam,52,Land,SLIDELL,LA,70460,87,M,B,D,3,P,,E,SLIDELL,LA,70459
1050,90,StTam,52,,SLIDELL,LA,70458,71,M,W,D,1,,,I,SLIDELL,LA,70458
1051,90,StTam,52,,SLIDELL,LA,70458,70,F,W,D,5,P,,M,SLIDELL,LA,70458
1052,90,StTam,52,Cell,SLIDELL,LA,70458,44,F,B,D,3,P,N,E,SLIDELL,LA,70458
1053,90,StTam,52,Land,PEARL RIVER,LA,70452,60,F,W,D,6,P,,I,PEARL RIVER,LA,70452
1054,90,StTam,52,,PEARL RIVER,LA,70452,20,F,O,D,3,,N,,PEARL RIVER,LA,70452
1055,90,StTam,52,,SLIDELL,LA,70460,37,F,B,D,2,P,,I,SLIDELL,LA,70460
1056,90,StTam,52,,SLIDELL,LA,70460,33,F,O,D,6,P,N,E,SLIDELL,LA,70460
1057,90,StTam,52,Land,SLIDELL,LA,70458,69,M,W,D,9,P,,I,SLIDELL,LA,70458
1058,90,StTam,52,,SLIDELL,LA,70458,68,F,W,D,9,P,,I,SLIDELL,LA,70458
1059,90,StTam,52,,SLIDELL,LA,70458,27,M,W,D,2,,,I,SLIDELL,LA,70458
1060,90,StTam,52,Land,SLIDELL,LA,70458,69,F,W,D,9,P,,I,SLIDELL,LA,70458
1061,90,StTam,52,Land,SLIDELL,LA,70460,87,F,W,D,7,,,I,SLIDELL,LA,70460
1062,90,StTam,52,Land,SLIDELL,LA,70460,66,M,W,D,4,,,E,SLIDELL,LA,70469
1063,90,StTam,52,Land,SLIDELL,LA,70458,41,F,W,D,6,P,,E,SLIDELL,LA,70458
1064,90,StTam,52,,SLIDELL,LA,70458,26,F,W,D,1,,,I,SLIDELL,LA,70458
1065,90,StTam,52,Cell,SLIDELL,LA,70458,56,F,B,D,4,P,,E,SLIDELL,LA,70458
1066,90,StTam,52,Land,SLIDELL,LA,70458,23,M,B,D,3,,,E,SLIDELL,LA,70458
1067,90,StTam,52,Land,SLIDELL,LA,70458,97,F,W,D,8,P,,M,SLIDELL,LA,70458
1068,90,StTam,52,Land,SLIDELL,LA,70458,76,M,W,D,7,,,I,SLIDELL,LA,70458
1069,90,StTam,52,,SLIDELL,LA,70458,71,F,W,D,6,,,I,SLIDELL,LA,70458
1070,90,StTam,52,,SLIDELL,LA,70460,28,F,W,D,1,,,I,SLIDELL,LA,70460
1071,90,StTam,52,Cell,SLIDELL,LA,70458,48,F,B,D,7,P,N,E,SLIDELL,LA,70458
1072,90,StTam,52,Land,SLIDELL,LA,70458,50,M,B,D,5,P,,I,SLIDELL,LA,70458
1073,90,StTam,52,,SLIDELL,LA,70458,52,F,O,D,7,P,,I,SLIDELL,LA,70458
1074,90,StTam,52,,SLIDELL,LA,70458,60,M,B,D,1,,N,E,SLIDELL,LA,70458
1075,90,StTam,52,Land,SLIDELL,LA,70458,23,F,W,D,2,,,I,SLIDELL,LA,70458
1076,90,StTam,52,,SLIDELL,LA,70460,44,F,W,D,7,P,,E,SLIDELL,LA,70460
1077,90,StTam,52,,SLIDELL,LA,70458,47,M,B,D,2,,,E,SLIDELL,LA,70458
1078,90,StTam,52,,SLIDELL,LA,70460,70,F,B,D,A,P,,I,SLIDELL,LA,70460
1079,90,StTam,52,Cell,SLIDELL,LA,70458,58,M,B,D,A,P,,I,SLIDELL,LA,70458
1080,90,StTam,52,Land,SLIDELL,LA,70458,89,F,W,D,A,P,,I,SLIDELL,LA,70458
1081,90,StTam,52,,SLIDELL,LA,70458,58,F,W,D,A,P,,I,SLIDELL,LA,70458
1082,90,StTam,52,Land,SLIDELL,LA,70458,36,F,B,D,4,P,,I,SLIDELL,LA,70458
1083,90,StTam,52,Land,SLIDELL,LA,70458,79,M,W,D,4,,,M,SLIDELL,LA,70458
1084,90,StTam,52,,SLIDELL,LA,70458,77,F,W,D,4,,,M,SLIDELL,LA,70458
1085,90,StTam,52,Land,SLIDELL,LA,70458,47,F,B,D,6,P,,I,SLIDELL,LA,70458
1086,90,StTam,52,Land,SLIDELL,LA,70460,34,F,B,D,3,,,I,SLIDELL,LA,70459
1087,90,StTam,52,Land,SLIDELL,LA,70460,32,F,B,D,5,P,,I,SLIDELL,LA,70459
1088,90,StTam,52,Land,SLIDELL,LA,70460,66,F,B,D,9,P,,I,SLIDELL,LA,70459
1089,90,StTam,52,Land,SLIDELL,LA,70458,70,M,W,D,5,,,I,SLIDELL,LA,70458
1090,90,StTam,52,Land,SLIDELL,LA,70458,43,M,W,D,3,P,,I,SLIDELL,LA,70458
1091,90,StTam,52,,SLIDELL,LA,70458,34,F,W,D,3,P,,I,SLIDELL,LA,70458
1092,90,StTam,52,Land,SLIDELL,LA,70458,78,F,W,D,8,P,,E,SLIDELL,LA,70458
1093,90,StTam,52,Land,SLIDELL,LA,70458,40,F,W,D,7,P,,E,SLIDELL,LA,70458
1094,90,StTam,52,Land,SLIDELL,LA,70460,29,F,W,D,2,,,E,SLIDELL,LA,70460
1095,90,StTam,52,,SLIDELL,LA,70458,39,M,B,D,3,,N,,SLIDELL,LA,70458
1096,90,StTam,52,Cell,SLIDELL,LA,70458,87,M,W,D,3,,N,E,SLIDELL,LA,70458
1097,90,StTam,52,,PEARL RIVER,LA,70452,40,F,O,D,1,,,E,PEARL RIVER,LA,70452
1098,90,StTam,52,,SLIDELL,LA,70458,44,F,W,D,7,,,E,SLIDELL,LA,70458
1099,90,StTam,52,,SLIDELL,LA,70458,74,F,W,D,7,P,,I,SLIDELL,LA,70458
1100,90,StTam,52,,SLIDELL,LA,70458,63,F,W,D,2,P,,I,SLIDELL,LA,70458
1101,90,StTam,52,Land,SLIDELL,LA,70458,56,M,W,D,6,P,,I,SLIDELL,LA,70458
1102,90,StTam,52,,SLIDELL,LA,70458,30,F,B,D,3,,,E,SLIDELL,LA,70458
1103,90,StTam,52,,SLIDELL,LA,70458,42,F,B,D,4,P,,I,SLIDELL,LA,70458
1104,90,StTam,52,Land,SLIDELL,LA,70460,68,M,W,D,3,,,E,SLIDELL,LA,70460
1105,90,StTam,52,,SLIDELL,LA,70460,65,F,W,D,2,,,E,SLIDELL,LA,70460
1106,90,StTam,52,Land,SLIDELL,LA,70458,37,F,W,D,4,,,E,SLIDELL,LA,70458
1107,90,StTam,52,Land,SLIDELL,LA,70458,53,F,W,D,7,P,,I,SLIDELL,LA,70458
1108,90,StTam,52,Land,SLIDELL,LA,70460,79,M,W,D,4,,,E,SLIDELL,LA,70460
1109,90,StTam,52,Cell,SLIDELL,LA,70458,22,F,O,D,3,P,,I,SLIDELL,LA,70458
1110,90,StTam,52,,SLIDELL,LA,70458,60,F,B,D,3,,,I,SLIDELL,LA,70458
1111,90,StTam,52,,SLIDELL,LA,70458,68,F,O,D,7,P,,M,NEW ORLEANS,LA,70178
1112,90,StTam,52,Cell,SLIDELL,LA,70460,67,F,W,D,8,P,,I,SLIDELL,LA,70460
1113,90,StTam,52,,SLIDELL,LA,70460,78,M,W,D,8,,,I,SLIDELL,LA,70460
1114,90,StTam,52,Land,SLIDELL,LA,70458,56,M,W,D,3,,,I,SLIDELL,LA,70459
1115,90,StTam,52,Land,SLIDELL,LA,70460,76,M,B,D,7,,N,,SLIDELL,LA,70460
1116,90,StTam,52,Land,SLIDELL,LA,70458,73,M,B,D,4,P,,M,SLIDELL,LA,70458
1117,90,StTam,52,,SLIDELL,LA,70458,66,F,B,D,2,P,,I,SLIDELL,LA,70458
1118,90,StTam,52,,SLIDELL,LA,70458,69,F,W,D,3,,N,E,SLIDELL,LA,70458
1119,90,StTam,52,Land,SLIDELL,LA,70460,52,F,W,D,2,,,E,SLIDELL,LA,70460
1120,90,StTam,52,,SLIDELL,LA,70458,56,F,B,D,7,P,,I,SLIDELL,LA,70458
1121,90,StTam,52,,SLIDELL,LA,70458,60,M,B,D,5,P,N,E,SLIDELL,LA,70458
1122,90,StTam,52,,SLIDELL,LA,70458,54,F,B,D,5,P,N,E,SLIDELL,LA,70458
1123,90,StTam,52,Land,SLIDELL,LA,70458,67,M,W,D,7,P,,I,SLIDELL,LA,70458
1124,90,StTam,52,Land,SLIDELL,LA,70458,55,M,B,D,4,P,,I,SLIDELL,LA,70458
1125,90,StTam,52,,SLIDELL,LA,70460,63,F,W,D,6,P,,I,SLIDELL,LA,70460
1126,90,StTam,52,,SLIDELL,LA,70458,32,F,H,D,1,,,I,SLIDELL,LA,70458
1127,90,StTam,52,Land,SLIDELL,LA,70458,60,F,B,D,3,,N,E,SLIDELL,LA,70458
1128,90,StTam,52,,SLIDELL,LA,70458,54,F,B,D,3,,,E,SLIDELL,LA,70458
1129,90,StTam,52,Land,SLIDELL,LA,70458,42,F,W,D,1,,,E,SLIDELL,LA,70458
1130,90,StTam,52,Land,SLIDELL,LA,70458,61,M,W,D,6,P,,E,SLIDELL,LA,70458
1131,90,StTam,52,Land,SLIDELL,LA,70460,62,F,B,D,4,P,,E,SLIDELL,LA,70460
1132,90,StTam,52,,SLIDELL,LA,70460,38,F,B,D,3,,,E,SLIDELL,LA,70460
1133,90,StTam,52,,SLIDELL,LA,70458,34,M,B,D,1,,,I,SLIDELL,LA,70458
1134,90,StTam,52,,SLIDELL,LA,70458,32,F,B,D,5,P,N,E,SLIDELL,LA,70458
1135,90,StTam,52,Land,SLIDELL,LA,70458,36,F,B,D,2,,N,,SLIDELL,LA,70458
1136,90,StTam,52,Land,SLIDELL,LA,70458,84,F,W,D,6,,,I,SLIDELL,LA,70458
1137,90,StTam,52,Land,SLIDELL,LA,70458,81,M,W,D,A,P,,I,SLIDELL,LA,70458
1138,90,StTam,52,Land,SLIDELL,LA,70458,70,F,W,D,9,P,,I,SLIDELL,LA,70458
1139,90,StTam,52,,SLIDELL,LA,70458,78,F,W,D,A,P,,I,SLIDELL,LA,70458
1140,90,StTam,52,Land,SLIDELL,LA,70458,57,M,B,D,6,,,I,SLIDELL,LA,70458
1141,90,StTam,52,,SLIDELL,LA,70458,32,M,B,D,2,,,E,SLIDELL,LA,70458
1142,90,StTam,52,,SLIDELL,LA,70460,87,F,B,D,3,P,,E,SLIDELL,LA,70460
1143,90,StTam,52,,SLIDELL,LA,70460,72,F,B,D,2,,,E,SLIDELL,LA,70460
1144,90,StTam,52,Land,PEARL RIVER,LA,70452,42,M,B,D,1,,,E,PEARL RIVER,LA,70452
1145,90,StTam,52,Land,PEARL RIVER,LA,70452,39,F,O,D,2,,,E,PEARL RIVER,LA,70452
1146,90,StTam,52,Land,SLIDELL,LA,70458,22,M,B,D,3,P,,,SLIDELL,LA,70458
1147,90,StTam,52,Land,SLIDELL,LA,70458,43,M,B,D,1,,,E,SLIDELL,LA,70458
1148,90,StTam,52,,SLIDELL,LA,70458,44,F,B,D,3,,,E,SLIDELL,LA,70458
1149,90,StTam,52,,SLIDELL,LA,70458,26,M,B,D,2,,,E,SLIDELL,LA,70458
1150,90,StTam,52,,SLIDELL,LA,70458,23,M,B,D,1,,,E,SLIDELL,LA,70458
1151,90,StTam,52,Land,SLIDELL,LA,70460,78,F,B,D,1,,,,SLIDELL,LA,70460
1152,90,StTam,52,,SLIDELL,LA,70460,75,M,B,D,2,,,I,SLIDELL,LA,70460
1153,90,StTam,52,,SLIDELL,LA,70460,73,F,B,D,2,,,I,SLIDELL,LA,70460
1154,90,StTam,52,,SLIDELL,LA,70460,54,M,B,D,3,P,,E,SLIDELL,LA,70460
1155,90,StTam,52,,SLIDELL,LA,70458,56,M,O,D,1,,,E,SLIDELL,LA,70458
1156,90,StTam,52,Land,SLIDELL,LA,70458,55,F,B,D,1,,,E,SLIDELL,LA,70458
1157,90,StTam,52,Cell,SLIDELL,LA,70460,72,M,B,D,4,,,E,SLIDELL,LA,70460
1158,90,StTam,52,Land,PEARL RIVER,LA,70452,74,M,W,D,6,P,,E,PEARL RIVER,LA,70452
1159,90,StTam,52,,PEARL RIVER,LA,70452,74,F,W,D,7,P,,E,PEARL RIVER,LA,70452
1160,90,StTam,52,Land,SLIDELL,LA,70458,72,M,W,D,7,P,,I,SLIDELL,LA,70458
1161,90,StTam,52,Land,SLIDELL,LA,70458,57,F,W,D,2,,N,,SLIDELL,LA,70458
1162,90,StTam,52,Land,SLIDELL,LA,70458,64,F,W,D,6,,,E,SLIDELL,LA,70458
1163,90,StTam,52,,SLIDELL,LA,70458,29,M,W,D,1,P,,E,SLIDELL,LA,70458
1164,90,StTam,52,,SLIDELL,LA,70458,27,F,W,D,4,P,,M,NEW YORK,NY,10026
1165,90,StTam,52,,SLIDELL,LA,70458,45,F,B,D,1,,,I,SLIDELL,LA,70458
1166,90,StTam,52,,SLIDELL,LA,70458,76,M,B,D,9,P,,I,SLIDELL,LA,70458
1167,90,StTam,52,Cell,SLIDELL,LA,70458,76,F,B,D,9,P,,I,SLIDELL,LA,70458
1168,90,StTam,52,Land,SLIDELL,LA,70460,84,M,W,D,2,,,E,SLIDELL,LA,70460
1169,90,StTam,52,,SLIDELL,LA,70460,76,M,B,D,3,P,,I,SLIDELL,LA,70460
1170,90,StTam,52,Land,SLIDELL,LA,70458,61,M,W,D,4,P,,E,SLIDELL,LA,70458
1171,90,StTam,52,,SLIDELL,LA,70458,63,F,W,D,3,,,E,SLIDELL,LA,70458
1172,90,StTam,52,,SLIDELL,LA,70458,84,M,W,D,9,,,M,SLIDELL,LA,70458
1173,90,StTam,52,Land,SLIDELL,LA,70458,54,F,B,D,1,,,I,SLIDELL,LA,70458
1174,90,StTam,52,,SLIDELL,LA,70458,27,F,B,D,2,,,I,SLIDELL,LA,70458
1175,90,StTam,52,,PEARL RIVER,LA,70452,73,M,W,D,5,,N,I,PEARL RIVER,LA,70452
1176,90,StTam,52,Land,PEARL RIVER,LA,70452,75,F,W,D,7,P,,I,PEARL RIVER,LA,70452
1177,90,StTam,52,Land,SLIDELL,LA,70460,56,M,B,D,1,,,E,SLIDELL,LA,70460
1178,90,StTam,52,,SLIDELL,LA,70460,58,F,B,D,3,,,I,SLIDELL,LA,70460
1179,90,StTam,52,Land,SLIDELL,LA,70460,76,M,B,D,8,P,,,SLIDELL,LA,70460
1180,90,StTam,52,,SLIDELL,LA,70458,68,F,W,D,5,,,I,SLIDELL,LA,70458
1181,90,StTam,52,,SLIDELL,LA,70458,40,F,B,D,2,P,N,E,SLIDELL,LA,70458
1182,90,StTam,52,Land,SLIDELL,LA,70460,70,M,W,D,1,,,M,SLIDELL,LA,70460
1183,90,StTam,52,Land,SLIDELL,LA,70458,55,M,B,D,2,,,E,SLIDELL,LA,70458
1184,90,StTam,52,,SLIDELL,LA,70458,78,M,W,D,5,P,,E,SLIDELL,LA,70458
1185,90,StTam,52,,SLIDELL,LA,70458,33,F,B,D,7,P,,I,SLIDELL,LA,70458
1186,90,StTam,52,Land,SLIDELL,LA,70458,70,F,W,D,2,,,E,SLIDELL,LA,70458
1187,90,StTam,52,Land,SLIDELL,LA,70458,45,M,W,D,5,P,,I,SLIDELL,LA,70458
1188,90,StTam,52,,SLIDELL,LA,70458,35,F,W,D,6,P,,I,SLIDELL,LA,70458
1189,90,StTam,52,,SLIDELL,LA,70458,63,M,B,D,1,,,I,SLIDELL,LA,70458
1190,90,StTam,52,,SLIDELL,LA,70458,62,F,B,D,1,,N,I,SLIDELL,LA,70458
1191,90,StTam,52,Land,SLIDELL,LA,70460,51,M,B,D,2,,,E,SLIDELL,LA,70460
1192,90,StTam,52,,SLIDELL,LA,70460,49,F,W,D,2,,,E,SLIDELL,LA,70460
1193,90,StTam,52,Land,SLIDELL,LA,70458,62,F,W,D,5,,,I,SLIDELL,LA,70458
1194,90,StTam,52,,SLIDELL,LA,70458,52,M,W,D,6,,,E,SLIDELL,LA,70458
1195,90,StTam,52,,SLIDELL,LA,70458,51,F,W,D,8,,,E,SLIDELL,LA,70458
1196,90,StTam,52,,SLIDELL,LA,70458,61,M,B,D,7,P,,I,SLIDELL,LA,70458
1197,90,StTam,52,,SLIDELL,LA,70458,59,F,B,D,7,P,,I,SLIDELL,LA,70458
1198,90,StTam,52,,SLIDELL,LA,70458,65,F,B,D,5,P,,E,SLIDELL,LA,70458
1199,90,StTam,52,,SLIDELL,LA,70458,25,F,B,D,2,P,,E,SLIDELL,LA,70458
1200,90,StTam,52,Land,SLIDELL,LA,70458,73,F,B,D,3,P,,M,SLIDELL,LA,70458
1201,90,StTam,52,,SLIDELL,LA,70458,41,F,B,D,2,P,,E,SLIDELL,LA,70458
1202,90,StTam,52,Land,SLIDELL,LA,70458,57,M,I,D,2,P,,E,SLIDELL,LA,70458
1203,90,StTam,52,Land,SLIDELL,LA,70458,49,F,B,D,4,P,,E,SLIDELL,LA,70458
1204,90,StTam,52,Land,SLIDELL,LA,70458,69,M,W,D,7,P,,I,SLIDELL,LA,70458
1205,90,StTam,52,,SLIDELL,LA,70458,57,F,B,D,1,,,E,SLIDELL,LA,70458
1206,90,StTam,52,Land,PEARL RIVER,LA,70452,74,F,B,D,1,,,E,PEARL RIVER,LA,70452
1207,90,StTam,52,Land,SLIDELL,LA,70460,54,M,W,D,2,,,E,SLIDELL,LA,70460
1208,90,StTam,52,,SLIDELL,LA,70460,58,M,W,D,3,,,E,SLIDELL,LA,70460
1209,90,StTam,52,,SLIDELL,LA,70460,28,M,B,D,1,,,E,SLIDELL,LA,70460
1210,90,StTam,52,,PEARL RIVER,LA,70452,60,M,B,D,7,P,,E,PEARL RIVER,LA,70452
1211,90,StTam,52,Land,PEARL RIVER,LA,70452,66,F,B,D,8,P,,E,PEARL RIVER,LA,70452
1212,90,StTam,52,Land,SLIDELL,LA,70458,61,F,B,D,1,,,E,SLIDELL,LA,70458
1213,90,StTam,52,Land,SLIDELL,LA,70460,67,M,B,D,9,P,,I,SLIDELL,LA,70460
1214,90,StTam,52,,SLIDELL,LA,70460,65,F,B,D,7,,,E,SLIDELL,LA,70460
1215,90,StTam,52,Land,SLIDELL,LA,70458,57,M,B,D,3,,,M,SLIDELL,LA,70458
1216,90,StTam,52,,SLIDELL,LA,70458,55,F,B,D,4,,,M,SLIDELL,LA,70458
1217,90,StTam,52,,SLIDELL,LA,70458,43,F,W,D,2,,,I,SLIDELL,LA,70458
1218,90,StTam,52,Land,SLIDELL,LA,70458,80,M,W,D,6,,,I,SLIDELL,LA,70458
1219,90,StTam,52,Land,SLIDELL,LA,70458,71,F,W,D,2,,N,E,SLIDELL,LA,70458
1220,90,StTam,52,Land,SLIDELL,LA,70458,35,M,B,D,2,,,I,SLIDELL,LA,70458
1221,90,StTam,52,,SLIDELL,LA,70458,33,F,B,D,5,P,,I,SLIDELL,LA,70458
1222,90,StTam,52,Land,SLIDELL,LA,70460,74,F,O,D,1,,,E,SLIDELL,LA,70460
1223,90,StTam,52,,SLIDELL,LA,70460,47,F,B,D,4,,,E,SLIDELL,LA,70460
1224,90,StTam,52,,SLIDELL,LA,70460,30,F,B,D,1,,,E,SLIDELL,LA,70460
1225,90,StTam,52,,SLIDELL,LA,70460,47,F,O,D,3,,,E,SLIDELL,LA,70460
1226,90,StTam,52,,SLIDELL,LA,70458,65,M,B,D,2,P,,I,SLIDELL,LA,70458
1227,90,StTam,52,Land,SLIDELL,LA,70458,66,F,O,D,9,P,,I,SLIDELL,LA,70458
1228,90,StTam,52,,SLIDELL,LA,70458,50,M,B,D,1,,N,E,SLIDELL,LA,70458
1229,90,StTam,52,Land,SLIDELL,LA,70460,84,F,W,D,2,,,I,SLIDELL,LA,70460
1230,90,StTam,52,,SLIDELL,LA,70458,35,F,W,D,1,P,,I,SLIDELL,LA,70458
1231,90,StTam,52,,SLIDELL,LA,70458,21,F,W,D,1,,,I,SLIDELL,LA,70458
1232,90,StTam,52,,SLIDELL,LA,70458,55,F,B,D,5,P,,I,SLIDELL,LA,70458
1233,90,StTam,52,Land,SLIDELL,LA,70458,82,F,W,D,3,,,E,SLIDELL,LA,70458
1234,90,StTam,52,Land,SLIDELL,LA,70458,50,M,B,D,2,,,I,SLIDELL,LA,70458
1235,90,StTam,52,,SLIDELL,LA,70458,49,F,B,D,3,,,I,SLIDELL,LA,70458
1236,90,StTam,52,,PEARL RIVER,LA,70452,45,F,O,D,2,,,E,PEARL RIVER,LA,70452
1237,90,StTam,52,,SLIDELL,LA,70458,75,F,W,D,1,,,I,SLIDELL,LA,70458
1238,90,StTam,52,Land,SLIDELL,LA,70460,54,F,B,D,3,P,,E,SLIDELL,LA,70460
1239,90,StTam,52,Land,SLIDELL,LA,70460,27,M,B,D,2,,,E,SLIDELL,LA,70460
1240,90,StTam,52,Land,SLIDELL,LA,70458,73,F,W,D,2,,,I,SLIDELL,LA,70458
1241,90,StTam,52,,SLIDELL,LA,70460,67,F,W,D,9,P,,I,SLIDELL,LA,70460
1242,90,StTam,52,,SLIDELL,LA,70458,57,F,B,D,4,P,,M,SLIDELL,LA,70458
1243,90,StTam,52,Land,PEARL RIVER,LA,70452,83,M,W,D,1,,,E,PEARL RIVER,LA,70452
1244,90,StTam,52,Land,SLIDELL,LA,70458,70,F,W,D,7,P,,E,SLIDELL,LA,70458
1245,90,StTam,52,,SLIDELL,LA,70458,25,M,B,D,1,,N,E,SLIDELL,LA,70458
1246,90,StTam,52,Cell,SLIDELL,LA,70458,68,M,W,D,3,P,,I,SLIDELL,LA,70458
1247,90,StTam,52,Land,SLIDELL,LA,70458,79,F,B,D,3,P,,E,SLIDELL,LA,70458
1248,90,StTam,52,,SLIDELL,LA,70458,58,F,O,D,7,P,,I,SLIDELL,LA,70458
1249,90,StTam,52,Land,SLIDELL,LA,70460,35,F,B,D,2,,,E,SLIDELL,LA,70460
1250,90,StTam,52,Land,SLIDELL,LA,70458,81,M,B,D,A,P,,I,SLIDELL,LA,70458
1251,90,StTam,52,,SLIDELL,LA,70458,75,F,B,D,A,P,,I,SLIDELL,LA,70458
1252,90,StTam,52,,SLIDELL,LA,70460,74,F,W,D,1,,,M,SLIDELL,LA,70460
1253,90,StTam,52,Land,SLIDELL,LA,70460,29,M,O,D,1,P,,I,SLIDELL,LA,70460
1254,90,StTam,52,Land,SLIDELL,LA,70460,37,F,B,D,1,,,E,SLIDELL,LA,70460
1255,90,StTam,52,Land,SLIDELL,LA,70460,72,M,B,D,6,P,,I,SLIDELL,LA,70460
1256,90,StTam,52,Land,SLIDELL,LA,70460,76,M,B,D,4,,,E,SLIDELL,LA,70460
1257,90,StTam,52,Land,SLIDELL,LA,70460,74,F,B,D,1,,,E,SLIDELL,LA,70460
1258,90,StTam,52,Land,SLIDELL,LA,70460,79,F,B,D,3,,,E,SLIDELL,LA,70460
1259,90,StTam,52,Land,SLIDELL,LA,70460,57,F,B,D,5,,,E,SLIDELL,LA,70460
1260,90,StTam,52,,SLIDELL,LA,70458,28,F,B,D,1,,,E,SLIDELL,LA,70458
1261,90,StTam,52,,SLIDELL,LA,70460,69,M,B,D,2,,,E,SLIDELL,LA,70460
1262,90,StTam,52,,SLIDELL,LA,70460,69,F,B,D,2,,,E,SLIDELL,LA,70460
1263,90,StTam,52,Land,SLIDELL,LA,70460,74,F,B,D,1,,,M,SLIDELL,LA,70460
1264,90,StTam,52,,SLIDELL,LA,70458,71,M,W,D,A,P,,I,SLIDELL,LA,70458
1265,90,StTam,52,,SLIDELL,LA,70460,79,F,B,D,9,P,,M,SLIDELL,LA,70460
1266,90,StTam,52,Land,SLIDELL,LA,70458,51,M,B,D,2,P,,E,SLIDELL,LA,70458
1267,90,StTam,52,Land,SLIDELL,LA,70460,89,M,O,D,7,P,,M,SLIDELL,LA,70460
1268,90,StTam,52,,SLIDELL,LA,70460,88,F,B,D,5,P,,M,SLIDELL,LA,70460
1269,90,StTam,52,,SLIDELL,LA,70460,21,F,O,D,1,,N,E,SLIDELL,LA,70460
1270,90,StTam,52,Land,SLIDELL,LA,70460,61,M,B,D,6,P,,E,SLIDELL,LA,70460
1271,90,StTam,52,,SLIDELL,LA,70460,37,F,B,D,3,,N,I,SLIDELL,LA,70460
1272,90,StTam,52,Land,SLIDELL,LA,70460,42,F,B,D,1,,,E,SLIDELL,LA,70460
1273,90,StTam,52,Land,PEARL RIVER,LA,70452,86,F,W,D,1,,,E,PEARL RIVER,LA,70452
1274,90,StTam,52,,SLIDELL,LA,70458,69,M,W,D,2,,,E,SLIDELL,LA,70458
1275,90,StTam,52,Land,SLIDELL,LA,70458,72,F,W,D,2,,,E,SLIDELL,LA,70458
1276,90,StTam,52,Land,SLIDELL,LA,70458,77,M,W,D,8,P,,M,SLIDELL,LA,70458
1277,90,StTam,52,Land,SLIDELL,LA,70458,80,M,W,D,3,,,I,SLIDELL,LA,70458
1278,90,StTam,52,Cell,SLIDELL,LA,70460,43,F,B,D,2,,N,E,SLIDELL,LA,70460
1279,90,StTam,52,Land,SLIDELL,LA,70460,69,M,W,D,6,,,E,SLIDELL,LA,70460
1280,90,StTam,52,Land,PEARL RIVER,LA,70452,68,M,W,D,4,,,E,PEARL RIVER,LA,70452
1281,90,StTam,52,,PEARL RIVER,LA,70452,36,F,W,D,1,,,E,PEARL RIVER,LA,70452
1282,90,StTam,52,,PEARL RIVER,LA,70452,69,M,B,D,1,,,E,PEARL RIVER,LA,70452
1283,90,StTam,52,,PEARL RIVER,LA,70452,53,F,B,D,2,,,E,PEARL RIVER,LA,70452
1284,90,StTam,52,Cell,SLIDELL,LA,70458,67,F,B,D,2,P,,I,SLIDELL,LA,70458
1285,90,StTam,52,,SLIDELL,LA,70458,83,F,W,D,2,P,N,,SLIDELL,LA,70458
1286,90,StTam,52,,SLIDELL,LA,70458,47,F,B,D,2,,,E,SLIDELL,LA,70458
1287,90,StTam,52,Land,SLIDELL,LA,70460,69,F,B,D,2,P,,I,SLIDELL,LA,70460
1288,90,StTam,52,Land,SLIDELL,LA,70458,66,F,B,D,1,,,E,SLIDELL,LA,70458
1289,90,StTam,52,,SLIDELL,LA,70458,49,F,B,D,1,,N,E,SLIDELL,LA,70458
1290,90,StTam,52,,SLIDELL,LA,70460,43,M,W,D,2,P,,E,SLIDELL,LA,70460
1291,90,StTam,52,,SLIDELL,LA,70458,49,F,B,D,3,P,N,E,SLIDELL,LA,70458
1292,90,StTam,52,,SLIDELL,LA,70458,27,M,B,D,1,,,,SLIDELL,LA,70458
1293,90,StTam,52,,SLIDELL,LA,70460,34,F,B,D,1,,,E,SLIDELL,LA,70460
1294,90,StTam,52,,SLIDELL,LA,70460,28,F,B,D,3,,N,E,SLIDELL,LA,70460
1295,90,StTam,52,,PEARL RIVER,LA,70452,45,M,B,D,1,,,E,PEARL RIVER,LA,70452
1296,90,StTam,52,,PEARL RIVER,LA,70452,50,F,B,D,1,,,E,PEARL RIVER,LA,70452
1297,90,StTam,52,Land,PEARL RIVER,LA,70452,58,F,B,D,2,,,I,PEARL RIVER,LA,70452
1298,90,StTam,52,Land,SLIDELL,LA,70460,51,M,B,D,6,P,,E,SLIDELL,LA,70460
1299,90,StTam,52,Land,SLIDELL,LA,70458,75,M,W,D,7,,,E,SLIDELL,LA,70458
1300,90,StTam,52,Cell,SLIDELL,LA,70458,54,F,B,D,1,,,E,SLIDELL,LA,70458
